SubmissionDate,meta-instanceID,cassava_image_class,cassava_plant_age,cassava_variety,district,subcounty_luweero,subcounty_naka,subcounty_bugiri,subcounty_kamuli,subcounty_nebbi,subcounty_koboko,subcounty_pakwach,cassava_image_1,cassava_image_2,cassava_image_3,cassava_image_4,cassava_image_5,cassava_image_6,cassava_image_7,cassava_image_8,cassava_image_9,cassava_image_10,cassava_comment,cassava_image_gps-Latitude,cassava_image_gps-Longitude,cassava_image_gps-Altitude,cassava_image_gps-Accuracy,phone_ID,start_time,end_time,submission_time,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Subcounty,days
2021-03-31 18:51:05.480000+00:00,uuid:af31a98f-be1e-4c90-aee0-d8c056593d66,cbsd,10,magana,bugiri,,,nankoma,,,,,1617175441370.jpg,1617175453975.jpg,1617175460851.jpg,1617175471857.jpg,1617175486798.jpg,1617175508111.jpg,1617175520481.jpg,1617175550135.jpg,1617175571175.jpg,1617175625031.jpg,Nankoma,0.4525983,33.6453675,1170.2715496941469,4.722,d420e3576f228ece,2021-03-31 10:23:30.997000+03:00,2021-03-31 10:27:30.080000+03:00,2021-03-31,c1b07847df63fe8bcded7150ff2e98e0f04e837f,14,User_Jeremy,10,10,nankoma,2021-03-31
2021-03-31 18:50:36.259000+00:00,uuid:859a9786-3c04-4179-9262-55ce81f82d3c,cbsd,10,nase 12,bugiri,,,nankoma,,,,,1617175001800.jpg,1617175027979.jpg,1617175054684.jpg,1617175070818.jpg,1617175091759.jpg,1617175277701.jpg,1617175289817.jpg,1617175304957.jpg,1617175372552.jpg,1617175389622.jpg,Nankoma,0.4526271,33.6453638,1168.3781885075418,4.633,d420e3576f228ece,2021-03-31 10:16:18.073000+03:00,2021-03-31 10:23:28.277000+03:00,2021-03-31,4f087137f126e3d05bbb8232c0b8a76da4c9daaa,14,User_Jeremy,10,10,nankoma,2021-03-31
2021-03-31 18:50:33.895000+00:00,uuid:d682925d-78a2-451d-9192-bce6601aaa9b,cbsd,10,magana,bugiri,,,nankoma,,,,,1617176678392.jpg,1617176701068.jpg,1617176707219.jpg,1617176717332.jpg,1617176724529.jpg,1617176737916.jpg,1617176747045.jpg,1617176773436.jpg,1617176780200.jpg,1617176788307.jpg,Nankoma,0.4522394,33.6439963,1175.911618675629,4.866,d420e3576f228ece,2021-03-31 10:43:57.450000+03:00,2021-03-31 10:46:45.510000+03:00,2021-03-31,7bc22cddd6cc4a5964b81a3b04976e8b48c28da3,14,User_Jeremy,10,10,nankoma,2021-03-31
2021-03-31 18:49:57.810000+00:00,uuid:931ed51b-9946-46a4-b770-5f9f80f074e3,cbsd,10,nase 12,bugiri,,,nankoma,,,,,1617174742709.jpg,1617174790803.jpg,1617174819258.jpg,1617174835729.jpg,1617174855370.jpg,1617174886058.jpg,1617174909986.jpg,1617174919635.jpg,1617174931009.jpg,1617174944474.jpg,Nankoma,0.4529232,33.6454009,1158.6219129550686,4.616,d420e3576f228ece,2021-03-31 10:11:45.428000+03:00,2021-03-31 10:16:14.693000+03:00,2021-03-31,7c0f7c133255d65291d872ee60589e325ee54adb,14,User_Jeremy,10,10,nankoma,2021-03-31
2021-03-31 18:49:41.562000+00:00,uuid:21fc1b6c-21d9-473f-90cd-a9592da1e046,cbsd,10,magana,bugiri,,,nankoma,,,,,1617175904874.jpg,1617175915739.jpg,1617175923867.jpg,1617175937196.jpg,1617175964177.jpg,1617176003151.jpg,1617176534565.jpg,1617176573135.jpg,1617176580807.jpg,1617176609568.jpg,Nankoma,0.4522091,33.6440206,1167.692849573721,4.92,d420e3576f228ece,2021-03-31 10:31:21.029000+03:00,2021-03-31 10:43:53.618000+03:00,2021-03-31,a804afc1b952016a07e05be20c3c400fa2d203cf,14,User_Jeremy,10,10,nankoma,2021-03-31
2021-03-31 18:49:35.531000+00:00,uuid:d40e4c17-3f75-47c3-bd65-202efb7bfa14,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106769113.jpg,1617106815519.jpg,1617106842381.jpg,1617106891904.jpg,1617106910857.jpg,1617107059222.jpg,1617107089815.jpg,1617107108356.jpg,1617107143137.jpg,1617107182327.jpg,Buloopa,0.8520139,33.2535487,1073.5972714893,4.9,d420e3576f228ece,2021-03-30 15:12:28.298000+03:00,2021-03-30 15:27:00.583000+03:00,2021-03-30,37af7bbe6f20f1b9ed1ae7bbc6a97efc31e4c11b,14,User_Jeremy,10,10,bulopa,2021-03-30
2021-03-31 18:49:28.817000+00:00,uuid:dbb6a636-5b43-45d2-b2d9-1d1e8be6960b,cbsd,10,nase 12,bugiri,,,nankoma,,,,,1617174533706.jpg,1617174548231.jpg,1617174562621.jpg,1617174576225.jpg,1617174583322.jpg,1617174615439.jpg,1617174637722.jpg,1617174647214.jpg,1617174656912.jpg,1617174679593.jpg,Nankoma,0.452952,33.6454052,1185.7525092953215,4.285,d420e3576f228ece,2021-03-31 10:08:18.723000+03:00,2021-03-31 10:11:41.402000+03:00,2021-03-31,f596e6f590a9516a67182c747bdc06210bd394a4,14,User_Jeremy,10,10,nankoma,2021-03-31
2021-03-31 18:49:27.149000+00:00,uuid:b4aac8a0-cc42-4f2e-9f95-dbf9452557fe,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105772434.jpg,1617105801298.jpg,1617105815784.jpg,1617105838206.jpg,1617105859917.jpg,1617105926344.jpg,1617105938165.jpg,1617105965722.jpg,1617106020631.jpg,1617106039825.jpg,Buloopa,0.8519769,33.2535264,1080.23030515293,5.0,d420e3576f228ece,2021-03-30 15:02:24.074000+03:00,2021-03-30 15:07:44.659000+03:00,2021-03-30,895ec75bcd602ae9c7216c3fb8b47868e6369410,14,User_Jeremy,10,10,bulopa,2021-03-30
2021-03-31 18:48:59.326000+00:00,uuid:8eca38be-5055-46ae-bbb1-46b8f3188119,cbsd,10,magana,bugiri,,,nankoma,,,,,1617175676046.jpg,1617175693260.jpg,1617175708350.jpg,1617175717847.jpg,1617175737998.jpg,1617175754631.jpg,1617175789426.jpg,1617175820250.jpg,1617175832532.jpg,1617175854349.jpg,Nankoma,0.452566,33.6453002,1176.0825646617425,6.4,d420e3576f228ece,2021-03-31 10:27:34.228000+03:00,2021-03-31 10:31:17.291000+03:00,2021-03-31,93109583d9a7622abf17523a76f65fa2486960f9,14,User_Jeremy,10,10,nankoma,2021-03-31
2021-03-31 18:48:58.776000+00:00,uuid:ccae5866-382d-45cd-a2cb-183457325bf1,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106121987.jpg,1617106140531.jpg,1617106154448.jpg,1617106175110.jpg,1617106192357.jpg,1617106216783.jpg,1617106243207.jpg,1617106255984.jpg,1617106270520.jpg,1617106292846.jpg,Buloopa ,0.8519769,33.2535449,1078.0284035340098,4.961,d420e3576f228ece,2021-03-30 15:07:51.086000+03:00,2021-03-30 15:11:56.673000+03:00,2021-03-30,eded1d39e23505d3545d4cf42710abe56b3af1ad,14,User_Jeremy,10,10,bulopa,2021-03-30
2021-03-31 18:48:55.013000+00:00,uuid:20ceed1e-6021-40bf-b47f-4d148d5c4cd2,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617107260701.jpg,1617107271297.jpg,1617107319223.jpg,1617107353272.jpg,1617107372524.jpg,1617107407536.jpg,1617107437846.jpg,1617107453002.jpg,1617107467298.jpg,1617107477621.jpg,Buloopa,0.8522115,33.2533361,1084.7491215736236,8.3,d420e3576f228ece,2021-03-30 15:27:07.832000+03:00,2021-03-30 15:33:12.750000+03:00,2021-03-30,a10b92e16a3282c6fff5036ca524a4adbfc1872f,14,User_Jeremy,10,10,bulopa,2021-03-30
2021-03-31 18:48:53.989000+00:00,uuid:b0e939f1-148e-4f08-a97d-b7c36fbd6a39,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105089997.jpg,1617105108163.jpg,1617105157209.jpg,1617105186337.jpg,1617105208683.jpg,1617105250978.jpg,1617105295446.jpg,1617105317115.jpg,1617105345079.jpg,1617105371222.jpg,Buloopa,0.8518878,33.2534906,1078.3591746734628,4.833,d420e3576f228ece,2021-03-30 14:51:09.844000+03:00,2021-03-30 14:56:38.404000+03:00,2021-03-30,8231c44edfc29b39dc9b8a6b7bba5a885e0d6f6a,14,User_Jeremy,10,10,bulopa,2021-03-30
2021-03-31 05:19:36.369000+00:00,uuid:f8a55a9e-6d54-45f7-bffc-001b2cdc5031,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617107216349.jpg,1617107237699.jpg,1617107263011.jpg,1617107301022.jpg,1617107341854.jpg,1617107354533.jpg,1617107367198.jpg,1617107381571.jpg,1617107402344.jpg,1617107455492.jpg,"Buloopa, Kaliro",0.8520294,33.2533996,1071.4,4.4,collect:98nnkCZUL887PcuQ,2021-03-30 15:25:36.450000+03:00,2021-03-30 15:32:32.734000+03:00,2021-03-30,7b7f3a2cf4205940ce3650f9f968e5a03718d035,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:19:25.940000+00:00,uuid:1be088ab-f1de-4c7a-a0dc-74345b0daebb,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106847906.jpg,1617106896223.jpg,1617106933083.jpg,1617106986034.jpg,1617107002248.jpg,1617107019009.jpg,1617107034455.jpg,1617107066026.jpg,1617107077751.jpg,1617107102212.jpg,"Buloopa, Kaliro",0.8516516,33.2532647,1066.8,4.0,collect:98nnkCZUL887PcuQ,2021-03-30 15:20:00.255000+03:00,2021-03-30 15:25:22.282000+03:00,2021-03-30,34ae05132ca5da70b980a648efb47847285822a8,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:19:12.035000+00:00,uuid:9350e565-6cf1-4aff-87e9-21288d84313f,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106442504.jpg,1617106476350.jpg,1617106505390.jpg,1617106530408.jpg,1617106556151.jpg,1617106616678.jpg,1617106663171.jpg,1617106708681.jpg,1617106723447.jpg,1617106762221.jpg,"Buloopa, Kamuli",0.8516787,33.2532531,1062.8,4.65,collect:98nnkCZUL887PcuQ,2021-03-30 15:13:10.111000+03:00,2021-03-30 15:19:48.897000+03:00,2021-03-30,22dfd1599b5bccadf6748bd1d731f5862985c028,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:19:03.580000+00:00,uuid:2cc71ed3-dbe2-478f-b8eb-53931080dc78,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106044714.jpg,1617106060529.jpg,1617106085336.jpg,1617106105224.jpg,1617106154487.jpg,1617106204941.jpg,1617106242234.jpg,1617106263895.jpg,1617106317397.jpg,1617106339876.jpg,"Buloopa, Kamuli",0.8517785,33.2532553,1073.7,3.9,collect:98nnkCZUL887PcuQ,2021-03-30 15:06:42.735000+03:00,2021-03-30 15:12:47.357000+03:00,2021-03-30,74ee8eb549286283342f12c73ac7424e3ea1878f,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:18:54.661000+00:00,uuid:5bb3d0ad-73b0-4208-b535-56e57cd1b7b7,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105843672.jpg,1617105856605.jpg,1617105868776.jpg,1617105881932.jpg,1617105894778.jpg,1617105910498.jpg,1617105926756.jpg,1617105940487.jpg,1617105951964.jpg,1617105978664.jpg,"Buloopa, Kamuli",0.8518117,33.253335,1067.1,4.5,collect:98nnkCZUL887PcuQ,2021-03-30 15:03:27.513000+03:00,2021-03-30 15:06:38.640000+03:00,2021-03-30,5be6f9284d83b95474bb439136ce2489570ec7e9,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:18:46.369000+00:00,uuid:be0990f2-cada-4795-aba4-9db4d384d79d,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105390499.jpg,1617105445013.jpg,1617105473708.jpg,1617105507435.jpg,1617105565203.jpg,1617105583818.jpg,1617105601988.jpg,1617105640473.jpg,1617105675560.jpg,1617105759591.jpg,"Buloopa, Kamuli",0.8518416,33.2532181,1066.9,4.1,collect:98nnkCZUL887PcuQ,2021-03-30 14:55:50.569000+03:00,2021-03-30 15:03:03.718000+03:00,2021-03-30,04e59283004c10e68cd0c01e47d5455a1e0bbccb,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:18:34.107000+00:00,uuid:48f5a221-1fbc-4f7b-91bf-77e261e15f30,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105038682.jpg,1617105052258.jpg,1617105072741.jpg,1617105087205.jpg,1617105125000.jpg,1617105170649.jpg,1617105196602.jpg,1617105213228.jpg,1617105246467.jpg,1617105307392.jpg," Buloopa, Kamuli",0.8518966,33.253445,1085.0,4.15,collect:98nnkCZUL887PcuQ,2021-03-30 14:49:27.425000+03:00,2021-03-30 15:43:52.469000+03:00,2021-03-30,e023b8db4274941e4bc8b2bf183a1f3e7ed90896,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:18:21.170000+00:00,uuid:394aafb6-5285-423e-9821-1e3211f072f2,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617104536382.jpg,1617104585951.jpg,1617104626538.jpg,1617104679666.jpg,1617104722582.jpg,1617104746964.jpg,1617104765754.jpg,1617104793868.jpg,1617104843896.jpg,1617104901265.jpg,"Buloopa, Kaliro",0.8519981,33.2534367,1079.4,4.0,collect:98nnkCZUL887PcuQ,2021-03-30 14:41:45.226000+03:00,2021-03-30 15:44:33.395000+03:00,2021-03-30,102d81be320775e8c3518f15d75121c921b2fb1f,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:18:09.616000+00:00,uuid:a4b36665-674c-49ed-8919-cd6a17093914,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617104253734.jpg,1617104268441.jpg,1617104297635.jpg,1617104320673.jpg,1617104344516.jpg,1617104372349.jpg,1617104387962.jpg,1617104401719.jpg,1617104420086.jpg,1617104444362.jpg,"Buloopa, kaliro",0.8520698,33.2533889,1080.1,5.0,collect:98nnkCZUL887PcuQ,2021-03-30 14:37:06.922000+03:00,2021-03-30 15:45:07.567000+03:00,2021-03-30,068fb09bddcbae9d2c227a083a7601a103f3636d,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:17:57.419000+00:00,uuid:342a5f41-bc7f-4a89-9b4a-9e302d2ee5a6,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617103888862.jpg,1617103911245.jpg,1617103956964.jpg,1617103999307.jpg,1617104023625.jpg,1617104036275.jpg,1617104067467.jpg,1617104117151.jpg,1617104129790.jpg,1617104155381.jpg,"Buloopa, Kaliro",0.8521916,33.2534435,1074.6,4.1,collect:98nnkCZUL887PcuQ,2021-03-30 14:30:25.668000+03:00,2021-03-30 15:39:01.866000+03:00,2021-03-30,d99ff923b095ebc26d8c3d418e4cee8fd9e1b5a0,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:17:47.165000+00:00,uuid:b1613611-d18e-4af0-9044-11ae756a6310,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617103522548.jpg,1617103547773.jpg,1617103565834.jpg,1617103582778.jpg,1617103615268.jpg,1617103631705.jpg,1617103665011.jpg,1617103688368.jpg,1617103723118.jpg,1617103762548.jpg,"Buloopa, Kamuli",0.8521966,33.2533784,1069.9,3.95,collect:98nnkCZUL887PcuQ,2021-03-30 14:24:38.238000+03:00,2021-03-30 15:40:59.798000+03:00,2021-03-30,2514f03a5d80e31bb0158cb959a407fe49b0805b,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:17:35.917000+00:00,uuid:3af355cc-bd94-4037-9b26-2250112eb916,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617103189142.jpg,1617103216802.jpg,,1617103286266.jpg,1617103302048.jpg,1617103324214.jpg,1617103345238.jpg,1617103359785.jpg,1617103384317.jpg,1617103424324.jpg,"Buloopa, Kamuli",0.8521815,33.2532615,1079.0,4.1,collect:98nnkCZUL887PcuQ,2021-03-30 14:18:56.902000+03:00,2021-03-30 15:35:05.623000+03:00,2021-03-30,a4eda492f071e0d57e3b27fb5cff828b83384f4c,10,User_chodrine,9,9,bulopa,2021-03-30
2021-03-31 05:17:22.580000+00:00,uuid:980a659d-58d9-4aa3-8734-8d57f8dbebb7,cbsd,12,tme 14,kamuli,,,,namwendwa,,,,1617099475734.jpg,1617099570300.jpg,1617099584708.jpg,1617099611738.jpg,1617099628242.jpg,1617099663724.jpg,1617099717145.jpg,1617099759401.jpg,1617099898702.jpg,1617099805697.jpg,"Namwendwa, kamuli",0.8805467,33.2274384,1122.3,3.9,collect:98nnkCZUL887PcuQ,2021-03-30 13:17:17.931000+03:00,2021-03-30 13:25:24.987000+03:00,2021-03-30,fcf0cd7fe23e2bc5c700894ea238c8a0c83050cf,10,User_chodrine,10,10,namwendwa,2021-03-30
2021-03-31 05:17:14.388000+00:00,uuid:6694f7ad-0896-495f-a819-a0969991fea0,cbsd,12,tme 14,kamuli,,,,namwendwa,,,,1617099208842.jpg,1617099246347.jpg,1617099257389.jpg,1617099268355.jpg,1617099289481.jpg,1617099315651.jpg,1617099338574.jpg,1617099360032.jpg,1617099373115.jpg,1617099394429.jpg,"Namwendwa, Kamuli",0.880555,33.2274735,1130.3,4.3,collect:98nnkCZUL887PcuQ,2021-03-30 13:12:58.192000+03:00,2021-03-30 13:17:14.779000+03:00,2021-03-30,77932df67a29be167a172c0f761e1b68feeda640,10,User_chodrine,10,10,namwendwa,2021-03-30
2021-03-31 05:17:04.441000+00:00,uuid:acb5b989-8a10-40b8-9e22-70c622d3b8f4,cbsd,12,tme 14,kamuli,,,,namwendwa,,,,1617098893424.jpg,1617098907771.jpg,1617098923064.jpg,1617099003509.jpg,1617099019157.jpg,1617099037178.jpg,1617099064033.jpg,1617099075870.jpg,1617099108020.jpg,1617099127244.jpg,"Namwendwa, kamuli",0.8805216,33.2274434,1132.7,3.9,collect:98nnkCZUL887PcuQ,2021-03-30 13:07:42.457000+03:00,2021-03-30 13:12:50.793000+03:00,2021-03-30,1a244fe09a71e58a37c8311a742e4b7425a5102f,10,User_chodrine,10,10,namwendwa,2021-03-30
2021-03-31 05:16:52.987000+00:00,uuid:64ae9ac5-ca1d-49a0-8f77-e3a38534b959,cbsd,5,tme 14,kamuli,,,,namwendwa,,,,1617098548278.jpg,1617098580524.jpg,1617098592790.jpg,1617098626065.jpg,1617098637562.jpg,1617098653931.jpg,1617098664887.jpg,1617098681992.jpg,1617098709197.jpg,1617098747221.jpg,"Namwendwa, Kamuli",0.8804116,33.227412,1115.2,4.0,collect:98nnkCZUL887PcuQ,2021-03-30 13:01:23.693000+03:00,2021-03-30 13:07:07.404000+03:00,2021-03-30,4a12f9712752769631b89a9dd37cff6443ef2c2a,10,User_chodrine,10,10,namwendwa,2021-03-30
2021-03-31 05:16:40.423000+00:00,uuid:d6807271-f20c-4db6-be81-703adab6a257,cbsd,8,tme 14,kamuli,,,,kitayumdwa,,,,1617097711638.jpg,1617097722240.jpg,1617097735007.jpg,1617097763086.jpg,1617097778104.jpg,1617097805553.jpg,1617097823159.jpg,1617097835715.jpg,1617097852879.jpg,1617097878605.jpg,"Kitayundwa, kamuli",0.890934,33.210244,1110.6,4.866,collect:98nnkCZUL887PcuQ,2021-03-30 12:48:03.844000+03:00,2021-03-30 12:51:43.308000+03:00,2021-03-30,8617cd9e28a6ed3693f86d86f0a96e0742116b39,10,User_chodrine,10,10,kitayumdwa,2021-03-30
2021-03-31 05:16:24.311000+00:00,uuid:4ff64f42-02d2-4378-990f-34968975e7ab,cbsd,12,nase 14,kamuli,,,,kitayumdwa,,,,1617097186827.jpg,1617097249210.jpg,1617097262678.jpg,1617097286229.jpg,1617097307441.jpg,1617097329675.jpg,1617097407220.jpg,1617097453837.jpg,1617097498419.jpg,1617097525599.jpg,"Kitayundwa, Kamuli",0.8909526,33.2100325,1113.1,4.383,collect:98nnkCZUL887PcuQ,2021-03-30 12:38:58.582000+03:00,2021-03-30 12:47:26.726000+03:00,2021-03-30,8003d5ec673a200c43698766330972f5649a6b98,10,User_chodrine,10,10,kitayumdwa,2021-03-30
2021-03-31 05:16:08.197000+00:00,uuid:0bb851f2-343e-4c78-a472-b11bafdeb0d5,cbsd,12,nase 13,kamuli,,,,kitayumdwa,,,,1617096896573.jpg,1617096909996.jpg,1617096949218.jpg,1617096969799.jpg,1617096984116.jpg,1617097014506.jpg,1617097048206.jpg,1617097061992.jpg,1617097093068.jpg,1617097108340.jpg,"Kitayundwa, Kamuli",0.8908766,33.2101039,1111.0,4.36,collect:98nnkCZUL887PcuQ,2021-03-30 12:34:10.335000+03:00,2021-03-30 12:38:55.387000+03:00,2021-03-30,54c07d808cf430c2f55652d034c1da4d06649697,10,User_chodrine,10,10,kitayumdwa,2021-03-30
2021-03-31 05:15:55.090000+00:00,uuid:0da1530b-1afe-499e-89de-36fd8e2900f5,cbsd,12,tme 14,kamuli,,,,kitayumdwa,,,,1617096016404.jpg,1617096029172.jpg,1617096042698.jpg,1617096070477.jpg,1617096090241.jpg,1617096116864.jpg,1617096142924.jpg,1617096162376.jpg,1617096179146.jpg,1617096220523.jpg,"Kitayundwa, Kamuli",0.9004984,33.1911419,1180.1,4.38,collect:98nnkCZUL887PcuQ,2021-03-30 12:19:47.133000+03:00,2021-03-30 12:24:28.857000+03:00,2021-03-30,35a7100e25edc66630e968206da20baa0a4586ac,10,User_chodrine,10,10,kitayumdwa,2021-03-30
2021-03-31 05:14:51.999000+00:00,uuid:f34f1f61-3e24-4695-a679-10a13477a5ec,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106936622.jpg,1617106947452.jpg,1617106959973.jpg,1617106981766.jpg,1617107007927.jpg,1617107023698.jpg,1617107054834.jpg,1617107067120.jpg,1617107085002.jpg,1617107122314.jpg,Kamuli bulopa,0.851535,33.25327,1082.2,3.9,collect:IklMfYh8bTivpeV8,2021-03-30 15:21:39.310000+03:00,2021-03-30 15:25:43.351000+03:00,2021-03-30,f1cfd9a9850dc0838682f1e9544f1f9f4f88f0f6,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:14:41.113000+00:00,uuid:97f89e41-5208-4c6f-83bd-8d43bb8644dd,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106712900.jpg,1617106722297.jpg,1617106731684.jpg,1617106741302.jpg,1617106761975.jpg,1617106778919.jpg,1617106804922.jpg,1617106823385.jpg,1617106855529.jpg,1617106875621.jpg,Kamuli bulopa,0.8515867,33.2532233,1082.2,3.9,collect:IklMfYh8bTivpeV8,2021-03-30 15:17:19.155000+03:00,2021-03-30 15:21:33.181000+03:00,2021-03-30,2afc985dccf90b4f909d50def21c0ba74eae5fe4,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:14:25.315000+00:00,uuid:35b2f40f-f183-461b-b127-d181dd4a2aab,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106371654.jpg,1617106417171.jpg,1617106471302.jpg,1617106483091.jpg,1617106512721.jpg,1617106528558.jpg,1617106550101.jpg,1617106573778.jpg,1617106587016.jpg,1617106608697.jpg,Kamuli bulopa,0.8516467,33.2532883,1081.0,3.9,collect:IklMfYh8bTivpeV8,2021-03-30 15:12:12.106000+03:00,2021-03-30 15:17:06.263000+03:00,2021-03-30,933533859f9ca78044cf26b305d9688ef7e2b8c0,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:14:09.798000+00:00,uuid:a78820f2-e324-4979-b937-b083b42733b2,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106038274.jpg,1617106054324.jpg,1617106084122.jpg,1617106103026.jpg,1617106124802.jpg,1617106138673.jpg,1617106164899.jpg,1617106233454.jpg,1617106254349.jpg,1617106309346.jpg,Kamuli bulopa,0.8516767,33.2533483,1079.0,3.9,collect:IklMfYh8bTivpeV8,2021-03-30 15:06:56.326000+03:00,2021-03-30 15:12:07.692000+03:00,2021-03-30,c104bd78140f641897021a93b208798e9484a794,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:13:56.574000+00:00,uuid:1960f3b4-8df5-43d5-904e-505ca71a73d0,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105768657.jpg,1617105780990.jpg,1617105793042.jpg,1617105804786.jpg,1617105825765.jpg,1617105852257.jpg,1617105910533.jpg,1617105942784.jpg,1617105969490.jpg,1617105989867.jpg,Kamuli bulopa,0.85175,33.2533617,1081.1,3.9,collect:IklMfYh8bTivpeV8,2021-03-30 15:02:11.030000+03:00,2021-03-30 15:06:48.125000+03:00,2021-03-30,7e0b04ea6b4240463381ab412c455bb45dc62b37,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:13:45.214000+00:00,uuid:b653a82c-e81b-4f98-a362-9c864e8183ab,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105492911.jpg,1617105537855.jpg,1617105550338.jpg,1617105561304.jpg,1617105582871.jpg,1617105597518.jpg,1617105618377.jpg,1617105653524.jpg,1617105679092.jpg,1617105699505.jpg,Kamuli bulopa,0.8517483,33.25338,1081.0,3.9,collect:IklMfYh8bTivpeV8,2021-03-30 14:57:31.825000+03:00,2021-03-30 15:02:07.090000+03:00,2021-03-30,9bb50ad2f7071190ca5da92ed9011b63d94f6180,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:13:33.355000+00:00,uuid:083615c5-b838-447c-b020-9fa308a20f11,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105261634.jpg,1617105274844.jpg,1617105291982.jpg,1617105307952.jpg,1617105321912.jpg,1617105350396.jpg,1617105367806.jpg,1617105381351.jpg,1617105398114.jpg,1617105411242.jpg,Kamuli bulopa,0.8518483,33.2535467,1081.2,3.9,collect:IklMfYh8bTivpeV8,2021-03-30 14:53:59.635000+03:00,2021-03-30 14:57:17.218000+03:00,2021-03-30,7513a4c6ad5d6f2591896179ff9ba5282a15ab64,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:13:13.404000+00:00,uuid:0b502359-932f-443d-8654-3a3cb53e9d93,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105084532.jpg,1617105095340.jpg,1617105107505.jpg,1617105117880.jpg,1617105130648.jpg,1617105146535.jpg,1617105159551.jpg,1617105170915.jpg,1617105201688.jpg,1617105210599.jpg,Kamuli bulopa,0.851855,33.2534367,1080.1,3.9,collect:IklMfYh8bTivpeV8,2021-03-30 14:50:58.117000+03:00,2021-03-30 14:53:56.204000+03:00,2021-03-30,4d697936bcdf03131f7d1810f1883cc93e23ad59,10,User_chodrine,10,10,bulopa,2021-03-30
2021-03-31 05:13:01.313000+00:00,uuid:52a9d578-6bb2-4593-8655-13d96508086e,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617104882308.jpg,1617104891484.jpg,1617104907308.jpg,1617104919433.jpg,1617104932091.jpg,1617104944651.jpg,1617104970076.jpg,1617104986404.jpg,1617104997247.jpg,1617105022608.jpg,Kamuli bulopa,0.8519183,33.2534067,1080.5,3.9,collect:IklMfYh8bTivpeV8,2021-03-30 14:47:42.984000+03:00,2021-03-30 14:50:43.105000+03:00,2021-03-30,f8b2cddf956c5fdbe204e0c0216d5f77b4777bb2,10,User_chodrine,10,10,bulopa,2021-03-30
